query	target	pct_id	aln_len
1.012.O.	1.285.O.	59.9	579
1.012.O.	1.250.O.	92.8	361
1.012.O.	1.033.O.	56.5	586
1.012.O.	1.024.O.	56.5	586
1.012.O.	1.088.O.	56.3	586
1.012.O.	9NA	49.3	572
1.012.O.	1.052.A.	37.4	538
1.012.O.	1.144.O.	32.9	231
1.023.O.	1.023.O.	100.0	582
1.023.O.	1.251.O.	98.6	582
1.023.O.	1.104.O.	97.9	582
1.023.O.	1.022.O.	85.7	582
1.023.O.	1.118.A.	81.5	578
1.023.O.	1.098.O.	81.5	578
1.023.O.	1.089.O.	81.5	578
1.023.O.	1.118.B.	81.5	578
1.023.O.	1.237.B.	81.5	578
1.023.O.	1.237.A.	81.5	578
1.023.O.	1.160.O.	81.5	578
1.023.O.	1.012.O.	81.5	578
1.023.O.	1.103.O.	78.9	579
1.023.O.	1.032.O.	78.9	579
1.023.O.	1.285.O.	69.0	583
1.023.O.	1.046.O.	69.0	583
1.023.O.	1.250.O.	92.2	361
1.023.O.	1.024.O.	55.4	590
1.023.O.	1.033.O.	55.4	590
1.023.O.	1.088.O.	55.3	590
1.023.O.	9NA	48.5	575
1.023.O.	1.052.A.	39.2	536
1.023.O.	1.144.O.	32.5	231
1.004.O.	1.066.O.	100.0	610
1.004.O.	1.068.O.	100.0	610
1.004.O.	1.072.O.	100.0	610
1.004.O.	1.004.O.	100.0	610
1.004.O.	1.037.O.	100.0	610
1.004.O.	1.056.O.	100.0	610
1.004.O.	2.044.O.	98.5	610
1.004.O.	2.058.O.	28.3	605
1.004.O.	3.058.O.	28.1	605
1.004.O.	lambdaBa02	27.9	573
1.004.O.	Clo2	27.7	559
1.004.O.	phi3626	28.1	583
1.004.O.	phiSLT	26.7	573
1.004.O.	phi-Sa2MW	26.7	574
1.004.O.	phiKO2	26.2	595
1.004.O.	phi-105	29.7	380
1.004.O.	phi1026b	28.3	407
1.004.O.	PY54	27.0	407
1.029.O.	1.029.O.	100.0	550
1.029.O.	1.054.O.	92.4	550
1.029.O.	1.038.O.	91.5	550
1.029.O.	ZF40	58.1	549
1.029.O.	1.076.O.	55.0	549
1.029.O.	1.247.A.	55.0	551
1.029.O.	1.247.B.	55.0	551
1.029.O.	1.122.A.	54.6	551
1.029.O.	1.122.B.	54.6	551
1.029.O.	1.154.O.	54.7	543
1.029.O.	phiEt88	40.9	550
1.029.O.	T1	37.7	552
1.029.O.	1.183.O.	35.6	329
1.029.O.	1.211.A.	35.5	332
1.029.O.	1.211.B.	35.5	332
1.029.O.	Aaphi23	25.3	553
1.029.O.	Gj1	25.7	502
1.029.O.	PY100	30.6	242
1.022.O.	1.022.O.	100.0	582
1.022.O.	1.251.O.	85.9	582
1.022.O.	1.104.O.	85.9	582
1.022.O.	1.023.O.	85.7	582
1.022.O.	1.098.O.	80.4	578
1.022.O.	1.237.B.	80.4	578
1.022.O.	1.089.O.	80.4	578
1.022.O.	1.237.A.	80.4	578
1.022.O.	1.118.B.	80.4	578
1.022.O.	1.160.O.	80.4	578
1.022.O.	1.118.A.	80.4	578
1.022.O.	1.012.O.	80.4	578
1.022.O.	1.103.O.	78.6	579
1.022.O.	1.032.O.	78.6	579
1.022.O.	1.046.O.	61.9	583
1.022.O.	1.285.O.	61.9	583
1.022.O.	1.250.O.	92.0	361
1.022.O.	1.024.O.	54.2	590
1.022.O.	1.033.O.	54.2	590
1.022.O.	1.088.O.	54.1	590
1.022.O.	9NA	47.5	573
1.022.O.	1.052.A.	38.8	536
1.022.O.	1.144.O.	32.5	231
1.034.O.	1.139.A.	100.0	519
1.034.O.	1.139.B.	100.0	519
1.034.O.	1.209.O.	100.0	519
1.034.O.	1.034.O.	100.0	519
1.034.O.	1.034.X.	100.0	519
1.034.O.	1.015.O.	99.8	519
1.034.O.	1.070.O.	47.1	520
1.034.O.	1.077.O.	47.1	520
1.034.O.	VpV262	47.7	514
1.034.O.	1.264.O.	44.7	521
1.034.O.	1.235.O.	44.8	522
1.034.O.	1.253.O.	44.8	522
1.034.O.	1.293.O.	34.8	537
1.034.O.	1.208.B.	35.1	538
1.009.O.	1.009.O.	100.0	677
1.009.O.	VP16C	78.5	670
1.009.O.	VP16T	76.8	671
1.009.O.	1.030.O.	42.1	625
1.009.O.	1.225.O.	40.4	639
1.009.O.	1.181.O.	40.4	639
1.009.O.	1.086.O.	40.8	639
1.009.O.	1.191.O.	39.0	656
1.009.O.	1.175.O.	38.3	643
1.009.O.	1.201.B.	38.7	644
1.009.O.	1.158.O.	38.0	653
1.009.O.	1.087.A.	37.4	660
1.009.O.	1.246.O.	37.3	665
1.009.O.	1.100.O.	38.1	643
1.009.O.	WO	28.3	607
1.009.O.	ECO1230–10	27.0	651
1.009.O.	VHML	25.6	655
1.034.X.	1.139.A.	100.0	519
1.034.X.	1.139.B.	100.0	519
1.034.X.	1.209.O.	100.0	519
1.034.X.	1.034.O.	100.0	519
1.034.X.	1.034.X.	100.0	519
1.034.X.	1.015.O.	99.8	519
1.034.X.	1.070.O.	47.1	520
1.034.X.	1.077.O.	47.1	520
1.034.X.	VpV262	47.7	514
1.034.X.	1.264.O.	44.7	521
1.034.X.	1.235.O.	44.8	522
1.034.X.	1.253.O.	44.8	522
1.034.X.	1.293.O.	34.8	537
1.034.X.	1.208.B.	35.1	538
1.032.O.	1.103.O.	100.0	581
1.032.O.	1.032.O.	100.0	581
1.032.O.	1.098.O.	91.7	581
1.032.O.	1.118.A.	91.7	581
1.032.O.	1.012.O.	91.7	581
1.032.O.	1.089.O.	91.7	581
1.032.O.	1.237.A.	91.7	581
1.032.O.	1.237.B.	91.7	581
1.032.O.	1.118.B.	91.7	581
1.032.O.	1.160.O.	91.7	581
1.032.O.	1.104.O.	79.1	579
1.032.O.	1.023.O.	78.9	579
1.032.O.	1.251.O.	78.8	579
1.032.O.	1.022.O.	78.6	579
1.032.O.	1.046.O.	59.1	580
1.032.O.	1.285.O.	58.8	580
1.032.O.	1.250.O.	91.7	361
1.032.O.	1.024.O.	55.8	588
1.032.O.	1.033.O.	55.8	588
1.032.O.	1.088.O.	55.6	588
1.032.O.	9NA	49.0	572
1.032.O.	1.052.A.	36.1	537
1.032.O.	1.144.O.	31.9	238
1.017.O.	1.093.O.	100.0	653
1.017.O.	1.094.O.	100.0	653
1.017.O.	1.017.O.	100.0	653
1.017.O.	1.075.O.	100.0	653
1.017.O.	1.124.O.	99.7	653
1.017.O.	1.223.O.	99.5	653
1.017.O.	1.164.O.	99.4	653
1.017.O.	1.174.O.	98.9	653
1.017.O.	1.005.O.	98.9	653
1.017.O.	1.030.O.	53.9	655
1.017.O.	1.225.O.	51.5	662
1.017.O.	1.181.O.	51.5	662
1.017.O.	1.086.O.	51.7	662
1.017.O.	1.191.O.	51.2	668
1.017.O.	1.246.O.	46.4	661
1.017.O.	1.175.O.	46.4	661
1.017.O.	1.100.O.	46.4	661
1.017.O.	1.201.B.	46.1	661
1.017.O.	1.087.A.	45.8	661
1.017.O.	1.158.O.	46.1	653
1.017.O.	1.009.O.	39.5	643
1.017.O.	VP16T	39.2	643
1.017.O.	VP16C	38.0	644
1.017.O.	WO	28.8	614
1.017.O.	PP02	30.6	635
1.017.O.	ECO1230–10	25.9	618
1.005.O.	1.005.O.	100.0	653
1.005.O.	1.174.O.	99.7	653
1.005.O.	1.164.O.	99.2	653
1.005.O.	1.223.O.	99.1	653
1.005.O.	1.093.O.	98.9	653
1.005.O.	1.094.O.	98.9	653
1.005.O.	1.075.O.	98.9	653
1.005.O.	1.017.O.	98.9	653
1.005.O.	1.124.O.	98.6	653
1.005.O.	1.030.O.	54.2	655
1.005.O.	1.225.O.	51.7	662
1.005.O.	1.181.O.	51.7	662
1.005.O.	1.086.O.	51.8	662
1.005.O.	1.191.O.	51.5	668
1.005.O.	1.246.O.	46.9	661
1.005.O.	1.175.O.	46.9	661
1.005.O.	1.100.O.	46.9	661
1.005.O.	1.201.B.	46.6	661
1.005.O.	1.087.A.	46.3	661
1.005.O.	1.158.O.	46.6	653
1.005.O.	1.009.O.	39.3	643
1.005.O.	VP16T	39.3	643
1.005.O.	VP16C	38.0	644
1.005.O.	WO	28.7	614
1.005.O.	PP02	30.5	637
1.005.O.	ECO1230–10	25.9	618
1.013.O.	1.214.O.	100.0	475
1.013.O.	1.013.O.	100.0	475
1.013.O.	phiFlu	46.6	406
1.013.O.	1.210.O.	43.7	465
1.013.O.	1.213.O.	39.7	466
1.013.O.	1.177.O.	39.4	464
1.013.O.	1.216.O.	39.5	466
1.013.O.	1.123.O.	39.7	464
1.013.O.	1.135.O.	39.1	478
1.013.O.	1.137.O.	39.1	478
1.013.O.	EMCL-117	39.3	473
1.013.O.	MSW-3	39.4	449
1.013.O.	HK620	36.1	471
1.013.O.	Sf6	35.8	469
1.013.O.	APSE-1	36.1	462
1.013.O.	1.275.O.	29.4	494
1.013.O.	E1	34.1	287
1.013.O.	1.112.O.	29.7	397
1.013.O.	1.071.A.	29.7	397
1.013.O.	1.016.O.	29.7	397
1.013.O.	1.042.O.	33.4	299
1.013.O.	1.184.A.	32.7	260
1.013.O.	ES18	31.1	257
1.013.O.	9NA	27.3	264
1.013.O.	NF5	22.5	236
1.027.O.	1.272.O.	100.0	589
1.027.O.	1.274.O.	100.0	589
1.027.O.	1.271.B.	100.0	589
1.027.O.	1.270.B.	100.0	589
1.027.O.	1.271.A.	100.0	589
1.027.O.	1.281.O.	100.0	589
1.027.O.	1.282.A.	100.0	589
1.027.O.	1.280.O.	100.0	589
1.027.O.	1.277.A.	100.0	589
1.027.O.	1.277.B.	100.0	589
1.027.O.	1.270.A.	100.0	589
1.027.O.	1.195.O.	100.0	589
1.027.O.	1.196.O.	100.0	589
1.027.O.	1.194.O.	100.0	589
1.027.O.	1.027.O.	100.0	589
1.027.O.	1.171.O.	100.0	589
1.027.O.	1.268.B.	100.0	589
1.027.O.	1.269.O.	100.0	589
1.027.O.	1.268.A.	100.0	589
1.027.O.	1.200.O.	100.0	589
1.027.O.	1.267.O.	100.0	589
1.027.O.	1.283.B.	99.7	589
1.027.O.	1.283.C.	99.7	589
1.027.O.	1.283.A.	99.7	589
1.027.O.	1.024.O.	89.8	589
1.027.O.	1.033.O.	89.6	589
1.027.O.	1.088.O.	89.6	589
1.027.O.	1.103.O.	55.4	587
1.027.O.	1.032.O.	55.4	587
1.027.O.	1.023.O.	56.3	590
1.027.O.	1.104.O.	55.9	590
1.027.O.	1.285.O.	55.7	591
1.027.O.	1.251.O.	55.8	590
1.027.O.	1.046.O.	55.5	591
1.027.O.	1.022.O.	55.1	590
1.027.O.	1.250.O.	59.8	363
1.027.O.	9NA	42.8	587
1.027.O.	1.052.A.	35.9	554
1.027.O.	1.144.O.	31.5	276
1.027.O.	1.137.O.	28.4	303
1.027.O.	1.135.O.	28.0	300
1.027.O.	1.216.O.	28.1	299
1.027.O.	1.177.O.	28.3	300
1.027.O.	1.213.O.	28.1	299
1.027.O.	1.110.O.	29.0	297
1.027.O.	1.239.O.	30.7	244
1.027.O.	1.236.O.	26.8	302
1.027.O.	EMCL-117	25.6	320
1.025.O.	1.152.O.	100.0	535
1.025.O.	2.130.O.	100.0	535
1.025.O.	1.150.O.	100.0	535
1.025.O.	1.025.O.	100.0	535
1.025.O.	1.026.O.	100.0	535
1.025.O.	1.097.O.	95.5	533
1.025.O.	VBP32	85.2	532
1.025.O.	pYD6-A	80.6	531
1.025.O.	LIT1	61.3	532
1.025.O.	LUZ7	60.6	536
1.025.O.	FSL-SP-058	56.0	529
1.025.O.	vB-EamP-S6	54.9	528
1.025.O.	N4	53.3	533
1.025.O.	JWAlpha	52.8	540
1.025.O.	ECP1	52.2	534
1.025.O.	EC1-UPM	51.8	531
1.025.O.	vB-EcoP-G7c	51.4	531
1.025.O.	IME11	51.0	531
1.025.O.	pCB2047-B	51.3	536
1.025.O.	EE36Phi1	50.2	536
1.025.O.	Plymouth-podovirus-1	50.1	537
1.025.O.	JA-1	54.6	458
1.025.O.	DSS3Phi2	49.9	537
1.025.O.	1.245.O.	51.7	482
1.025.O.	1.238.A.	51.7	482
1.025.O.	1.238.B.	51.7	482
1.025.O.	1.188.B.	39.0	531
1.025.O.	1.188.C.	39.0	531
1.025.O.	1.224.A.	39.0	531
1.025.O.	1.261.O.	39.0	531
1.025.O.	1.169.O.	39.0	531
1.025.O.	1.188.A.	39.0	531
1.025.O.	JA-1	42.6	115
1.026.O.	1.152.O.	100.0	535
1.026.O.	2.130.O.	100.0	535
1.026.O.	1.150.O.	100.0	535
1.026.O.	1.025.O.	100.0	535
1.026.O.	1.026.O.	100.0	535
1.026.O.	1.097.O.	95.5	533
1.026.O.	VBP32	85.2	532
1.026.O.	pYD6-A	80.6	531
1.026.O.	LIT1	61.3	532
1.026.O.	LUZ7	60.6	536
1.026.O.	FSL-SP-058	56.0	529
1.026.O.	vB-EamP-S6	54.9	528
1.026.O.	N4	53.3	533
1.026.O.	JWAlpha	52.8	540
1.026.O.	ECP1	52.2	534
1.026.O.	EC1-UPM	51.8	531
1.026.O.	vB-EcoP-G7c	51.4	531
1.026.O.	IME11	51.0	531
1.026.O.	pCB2047-B	51.3	536
1.026.O.	EE36Phi1	50.2	536
1.026.O.	Plymouth-podovirus-1	50.1	537
1.026.O.	JA-1	54.6	458
1.026.O.	DSS3Phi2	49.9	537
1.026.O.	1.245.O.	51.7	482
1.026.O.	1.238.A.	51.7	482
1.026.O.	1.238.B.	51.7	482
1.026.O.	1.188.B.	39.0	531
1.026.O.	1.188.C.	39.0	531
1.026.O.	1.224.A.	39.0	531
1.026.O.	1.261.O.	39.0	531
1.026.O.	1.169.O.	39.0	531
1.026.O.	1.188.A.	39.0	531
1.026.O.	JA-1	42.6	115
1.036.O.	1.036.O.	100.0	561
1.036.O.	1.039.O.	99.8	561
1.036.O.	12G01.O.	99.6	561
1.036.O.	1.090.B.	99.6	561
1.036.O.	1.079.O.	99.5	561
1.036.O.	1.091.O.	99.5	561
1.036.O.	1.003.O.	99.5	561
1.036.O.	1.061.O.	99.6	561
1.036.O.	1.067.O.	99.3	561
1.036.O.	1.275.O.	57.2	545
1.036.O.	APSE-1	31.2	487
1.036.O.	Sf6	32.3	498
1.036.O.	HK620	32.3	498
1.036.O.	1.214.O.	29.1	492
1.036.O.	1.013.O.	29.1	492
1.036.O.	MSW-3	26.9	464
1.036.O.	1.210.O.	28.3	499
1.036.O.	E1	28.3	343
1.036.O.	1.239.O.	24.5	466
1.036.O.	1.052.A.	25.7	315
1.039.O.	1.039.O.	100.0	561
1.039.O.	1.090.B.	99.8	561
1.039.O.	12G01.O.	99.8	561
1.039.O.	1.091.O.	99.6	561
1.039.O.	1.079.O.	99.6	561
1.039.O.	1.036.O.	99.8	561
1.039.O.	1.003.O.	99.6	561
1.039.O.	1.061.O.	99.8	561
1.039.O.	1.067.O.	99.5	561
1.039.O.	1.275.O.	57.4	545
1.039.O.	APSE-1	31.2	487
1.039.O.	Sf6	32.3	498
1.039.O.	HK620	32.3	498
1.039.O.	1.214.O.	29.1	492
1.039.O.	1.013.O.	29.1	492
1.039.O.	1.210.O.	28.3	499
1.039.O.	E1	28.3	343
1.039.O.	1.239.O.	24.5	466
1.039.O.	1.052.A.	25.7	315
1.037.O.	1.066.O.	100.0	610
1.037.O.	1.068.O.	100.0	610
1.037.O.	1.072.O.	100.0	610
1.037.O.	1.004.O.	100.0	610
1.037.O.	1.037.O.	100.0	610
1.037.O.	1.056.O.	100.0	610
1.037.O.	2.044.O.	98.5	610
1.037.O.	2.058.O.	28.3	605
1.037.O.	3.058.O.	28.1	605
1.037.O.	lambdaBa02	27.9	573
1.037.O.	Clo2	27.7	559
1.037.O.	phi3626	28.1	583
1.037.O.	phiSLT	26.7	573
1.037.O.	phi-Sa2MW	26.7	574
1.037.O.	phiKO2	26.2	595
1.037.O.	phi-105	29.7	380
1.037.O.	phi1026b	28.3	407
1.037.O.	PY54	27.0	407
1.047.O.	1.047.O.	100.0	542
1.047.O.	1.287.O.	94.8	542
1.047.O.	1.289.A.	93.4	542
1.047.O.	1.284.A.	93.2	542
1.047.O.	1.113.A.	89.5	542
1.047.O.	1.291.O.	89.4	536
1.047.O.	1.197.A.	98.1	374
1.047.O.	HS2	47.5	509
1.047.O.	phiES15	47.1	510
1.047.O.	pEP-14	37.5	525
1.047.O.	Bcep22	34.6	532
1.047.O.	PBC5	37.0	386
1.047.O.	KF-1	32.9	526
1.047.O.	1.205.O.	42.1	309
1.047.O.	933W	39.7	310
1.047.O.	Stx1-phi	39.7	310
1.038.O.	1.038.O.	100.0	550
1.038.O.	1.054.O.	96.0	550
1.038.O.	1.029.O.	91.5	550
1.038.O.	1.076.O.	55.2	549
1.038.O.	ZF40	57.4	549
1.038.O.	1.247.B.	55.2	551
1.038.O.	1.247.A.	55.2	551
1.038.O.	1.122.A.	54.8	551
1.038.O.	1.122.B.	54.8	551
1.038.O.	1.154.O.	55.4	543
1.038.O.	phiEt88	41.3	549
1.038.O.	T1	37.9	552
1.038.O.	1.183.O.	35.6	331
1.038.O.	1.211.B.	35.0	329
1.038.O.	1.211.A.	35.0	329
1.038.O.	Aaphi23	25.7	553
1.038.O.	Gj1	24.4	487
1.038.O.	PY100	32.2	242
1.042.O.	1.042.O.	100.0	471
1.042.O.	1.071.A.	98.3	471
1.042.O.	1.016.O.	98.3	471
1.042.O.	1.112.O.	98.5	453
1.042.O.	E1	45.6	469
1.042.O.	ES18	38.7	444
1.042.O.	Sf6	38.4	224
1.042.O.	HK620	38.4	224
1.042.O.	APSE-1	35.0	286
1.042.O.	1.214.O.	33.4	299
1.042.O.	1.013.O.	33.4	299
1.042.O.	phiFlu	38.1	189
1.042.O.	1.239.O.	29.3	300
1.042.O.	1.273.O.	27.4	339
1.042.O.	1.149.O.	27.1	339
1.042.O.	1.144.O.	31.8	220
1.060.A.	1.060.A.	100.0	438
1.060.A.	1.151.O.	45.6	425
1.060.A.	SETP3	40.3	427
1.060.A.	SO-1	41.0	434
1.049.O.	1.049.O.	100.0	669
1.049.O.	1.055.O.	99.9	669
1.049.O.	1.050.O.	99.9	669
1.049.O.	2.096.O.	77.5	670
1.049.O.	1.083.O.	77.3	670
1.049.O.	WO	33.8	610
1.049.O.	ECO1230–10	29.4	684
1.049.O.	PP02	30.3	659
1.049.O.	1.030.O.	23.7	679
1.049.O.	1.191.O.	24.6	655
1.064.O.	1.115.B.	100.0	429
1.064.O.	1.165.O.	100.0	429
1.064.O.	1.115.A.	100.0	429
1.064.O.	1.064.O.	100.0	429
1.064.O.	1.108.O.	100.0	429
1.064.O.	1.148.O.	99.5	429
1.064.O.	1.147.O.	98.8	429
1.064.O.	1.162.O.	98.8	429
1.064.O.	1.131.O.	98.8	429
1.064.O.	1.151.O.	55.0	418
1.064.O.	1.060.A.	46.9	437
1.064.O.	SETP3	40.6	436
1.064.O.	SO-1	36.4	442
1.055.O.	1.055.O.	100.0	669
1.055.O.	1.050.O.	100.0	669
1.055.O.	1.049.O.	99.9	669
1.055.O.	2.096.O.	77.6	670
1.055.O.	1.083.O.	77.5	670
1.055.O.	WO	33.6	610
1.055.O.	ECO1230–10	29.5	684
1.055.O.	PP02	30.2	659
1.055.O.	1.030.O.	23.6	679
1.055.O.	1.191.O.	24.4	655
1.030.O.	1.030.O.	100.0	662
1.030.O.	1.175.O.	61.7	669
1.030.O.	1.201.B.	61.6	669
1.030.O.	1.100.O.	61.4	669
1.030.O.	1.246.O.	61.3	669
1.030.O.	1.087.A.	61.0	669
1.030.O.	1.158.O.	61.4	661
1.030.O.	1.191.O.	57.2	664
1.030.O.	1.181.O.	55.7	663
1.030.O.	1.225.O.	55.7	663
1.030.O.	1.086.O.	55.5	663
1.030.O.	1.005.O.	54.2	655
1.030.O.	1.124.O.	54.2	655
1.030.O.	1.164.O.	54.2	655
1.030.O.	1.174.O.	54.0	655
1.030.O.	1.223.O.	54.0	655
1.030.O.	1.093.O.	53.9	655
1.030.O.	1.017.O.	53.9	655
1.030.O.	1.075.O.	53.9	655
1.030.O.	1.094.O.	53.9	655
1.030.O.	1.009.O.	42.1	625
1.030.O.	VP16T	40.4	666
1.030.O.	VP16C	40.4	656
1.030.O.	WO	30.6	608
1.030.O.	PP02	26.9	628
1.030.O.	1.049.O.	23.7	679
1.030.O.	1.050.O.	23.6	679
1.030.O.	1.055.O.	23.6	679
1.030.O.	ECO1230–10	26.7	498
1.030.O.	VHML	24.0	657
1.063.O.	1.063.O.	100.0	484
1.063.O.	phi92	51.8	481
1.063.O.	rV5	41.6	478
1.063.O.	1.121.O.	36.3	496
1.063.O.	1.101.O.	34.4	511
1.063.O.	Felix-O1	36.1	485
1.063.O.	1.170.O.	33.5	508
1.063.O.	Meso3	33.0	460
1.063.O.	1.193.O.	40.7	268
1.063.O.	1.187.O.	40.6	266
1.052.A.	1.052.A.	100.0	528
1.052.A.	1.023.O.	39.2	536
1.052.A.	1.251.O.	39.2	536
1.052.A.	1.022.O.	38.8	536
1.052.A.	1.104.O.	39.0	536
1.052.A.	9NA	35.9	543
1.052.A.	1.032.O.	36.1	537
1.052.A.	1.103.O.	36.1	537
1.052.A.	1.285.O.	38.0	542
1.052.A.	1.046.O.	37.6	542
1.052.A.	1.250.O.	34.6	335
1.052.A.	phiFlu	32.2	283
1.052.A.	MSW-3	32.8	241
1.052.A.	1.275.O.	32.7	309
1.052.A.	EMCL-117	28.9	298
1.074.O.	1.074.O.	100.0	407
1.074.O.	1.266.O.	99.3	407
1.074.O.	1.133.O.	99.3	407
1.074.O.	1.132.O.	99.0	407
1.074.O.	1.168.O.	99.0	407
1.074.O.	1.167.O.	98.8	407
1.074.O.	1.226.O.	99.0	407
1.074.O.	1.242.O.	98.8	407
1.074.O.	1.082.O.	98.5	407
1.074.O.	1.240.O.	98.3	407
1.074.O.	1.233.B.	99.4	351
1.074.O.	1.233.A.	99.4	351
1.074.O.	1.206.O.	98.6	351
1.074.O.	1.157.O.	82.8	408
1.074.O.	1.228.O.	82.8	408
1.074.O.	SSU5	39.8	405
1.015.O.	1.015.O.	100.0	519
1.015.O.	1.139.B.	99.8	519
1.015.O.	1.209.O.	99.8	519
1.015.O.	1.139.A.	99.8	519
1.015.O.	1.034.O.	99.8	519
1.015.O.	1.034.X.	99.8	519
1.015.O.	1.070.O.	47.3	520
1.015.O.	1.077.O.	47.3	520
1.015.O.	VpV262	47.7	514
1.015.O.	1.264.O.	44.9	521
1.015.O.	1.235.O.	45.0	522
1.015.O.	1.253.O.	45.0	522
1.015.O.	1.293.O.	35.0	537
1.015.O.	1.208.B.	35.3	538
1.054.O.	1.054.O.	100.0	550
1.054.O.	1.038.O.	96.0	550
1.054.O.	1.029.O.	92.4	550
1.054.O.	1.076.O.	55.7	549
1.054.O.	ZF40	57.2	549
1.054.O.	1.247.A.	55.4	551
1.054.O.	1.247.B.	55.4	551
1.054.O.	1.122.B.	55.2	551
1.054.O.	1.122.A.	55.2	551
1.054.O.	1.154.O.	55.6	543
1.054.O.	phiEt88	41.7	547
1.054.O.	T1	37.8	558
1.054.O.	1.183.O.	35.3	331
1.054.O.	1.211.A.	34.7	329
1.054.O.	1.211.B.	34.7	329
1.054.O.	Aaphi23	26.0	553
1.054.O.	Gj1	24.6	487
1.054.O.	PY100	31.8	242
1.046.O.	1.046.O.	100.0	582
1.046.O.	1.285.O.	97.8	582
1.046.O.	1.104.O.	69.0	583
1.046.O.	1.251.O.	69.1	583
1.046.O.	1.023.O.	69.0	583
1.046.O.	1.022.O.	61.9	583
1.046.O.	1.098.O.	59.9	579
1.046.O.	1.012.O.	59.9	579
1.046.O.	1.089.O.	59.9	579
