"SUID","__mcodeCluster","bray_clusters_eps0.9","Column 2","Column 3","Column 4","cov_category","euclidean_clusters_eps15","eval","family","illumina_genome_len","kk_grp","min_host_similarity","name","nucleotide_level_divs","num_hosts","order","selected","shared name","term_blast_ld","term_blast_sd","term_clust","term_ortho_ld","term_ortho_sd"
"170250",,,"terminase8","NoRep","NoRep",,,,,,,,"Aaphi23",,,,"false","Aaphi23",,,,,
"176906",,,"terminase8","NoRep","NoRep",,,,,,,,"TP901-1",,,,"false","TP901-1",,,,,
"172040","29","28","terminase33","NoRep","NoRep","short_internal_peak","26","9.0E-21","Bacteriophage PA11","32371","11","100.0","1.257.O.","108","1","unclassified dsDNA phages","false","1.257.O.","headful/933W","Headful","terminase33","NA","NA"
"170248","10","34","terminase39","NoRep","NoRep","short_internal_peak","6","3.0E-15","Podoviridae","37169","9","100.0","1.211.B.","130","1","Caudovirales","false","1.211.B.","headful/933W","Headful","terminase39","NA","NA"
"170254",,,"terminase8","NoRep","NoRep",,,,,,,,"PY100",,,,"false","PY100",,,,,
"172044","29","28","terminase33","NoRep","NoRep","short_internal_peak","26","2.0E-21","NA","32699","11","100.0","1.254.O.","157","1","NA","false","1.254.O.","headful/933W","Headful","terminase33","NA","NA"
"170252",,,"terminase25","NoRep","NoRep",,,,,,,,"Gj1",,,,"false","Gj1",,,,,
"171796","10",,"terminase6","Headful","headful/933W",,,,,,,,"VPMS1",,,,"false","VPMS1",,,,,
"172598","10","27","terminase25","NoRep","NoRep","even_coverage","28",,"Siphoviridae","44343","1","100.0","1.198.B.","121","1","Caudovirales","false","1.198.B.","NA","NA","terminase25","NA","NA"
"172602","10","33","terminase25","NoRep","NoRep","even_coverage","25","8.0E-14","Siphoviridae","44649","1","84.5105139029176","2.095.B.","178","2","Caudovirales","false","2.095.B.","NoGroup","NoGroup","terminase25","NA","NA"
"172600","10","27","terminase25","NoRep","NoRep","even_coverage","28","3.0E-14","Siphoviridae","44472","1","100.0","1.198.A.","121","1","Caudovirales","false","1.198.A.","NoGroup","NoGroup","terminase25","NA","NA"
"172606","10","0","terminase25","NoRep","NoRep","shifts_in_coverage","25","7.0E-14","Siphoviridae","44334","1","100.0","1.276.O.","167","2","Caudovirales","false","1.276.O.","NoGroup","NoGroup","terminase25","NA","NA"
"171324","10",,"terminase8","NoRep","NoRep",,,,,,,,"CP-T1",,,,"false","CP-T1",,,,,
"172604","10","33","terminase25","NoRep","NoRep","even_coverage","25","8.0E-14","Siphoviridae","44649","1","100.0","2.095.A.","178","1","Caudovirales","false","2.095.A.","NoGroup","NoGroup","terminase25","NA","NA"
"170701","5","15","terminase6","Headful","headful/933W","even_coverage","17","2.0E-85","Siphoviridae","46106","1","100.0","1.047.O.","32","1","Caudovirales","false","1.047.O.","headful/933W","Headful","terminase6","headful/933W","Headful"
"173137","27",,"terminase36","NoRep","NoRep",,,,,,,,"Bruc1",,,,"false","Bruc1",,,,,
"170705","5","15","terminase6","Headful","headful/933W","shifts_in_coverage","17","9.0E-89","Siphoviridae","44529","1","98.49214201873","1.289.A.","170","5","Caudovirales","false","1.289.A.","headful/933W","Headful","terminase6","headful/933W","Headful"
"170703","5","15","terminase6","Headful","headful/933W","long_internal_peak","17","2.0E-87","Siphoviridae","45562","1","98.49214201873","1.287.O.","170","5","Caudovirales","false","1.287.O.","headful/933W","Headful","terminase6","headful/933W","Headful"
"170709","5","15","terminase6","Headful","headful/933W","shifts_in_coverage","17","2.0E-90","Siphoviridae","44150","1","100.0","1.113.A.","67","1","Caudovirales","false","1.113.A.","headful/933W","Headful","terminase6","headful/933W","Headful"
"173142","27",,"terminase36","NoRep","NoRep",,,,,,,,"Tum2",,,,"false","Tum2",,,,,
"173139","27",,"terminase36","NoRep","NoRep",,,,,,,,"RhodoGTA",,,,"false","RhodoGTA",,,,,
"170707","5","15","terminase6","Headful","headful/933W","long_internal_peak","17","9.0E-78","Siphoviridae","45648","1","98.49214201873","1.284.A.","170","5","Caudovirales","false","1.284.A.","headful/933W","Headful","terminase6","headful/933W","Headful"
"170713","5","15","terminase6","Headful","headful/933W","shifts_in_coverage","17","2.0E-61","Siphoviridae","44587","1","100.0","1.197.A.","120","1","Caudovirales","false","1.197.A.","headful/933W","Headful","terminase6","headful/933W","Headful"
"170711","5","15","terminase6","Headful","headful/933W","shifts_in_coverage","17","1.0E-90","Siphoviridae","43662","1","100.0","1.291.O.","173","1","Caudovirales","false","1.291.O.","headful/933W","Headful","terminase6","headful/933W","Headful"
"173144","27",,"terminase36","NoRep","NoRep",,,,,,,,"cc1",,,,"false","cc1",,,,,
"170717","5",,"terminase6","Headful","headful/933W",,,,,,,,"phiES15",,,,"false","phiES15",,,,,
"170715","5",,"terminase6","Headful","headful/933W",,,,,,,,"HS2",,,,"false","HS2",,,,,
"170721","5",,"terminase6","Headful","headful/933W",,,,,,,,"Bcep22",,,,"false","Bcep22",,,,,
"170719","5",,"terminase6","Headful","headful/933W",,,,,,,,"pEP-14",,,,"false","pEP-14",,,,,
"170725","5",,"terminase6","Headful","headful/933W",,,,,,,,"KF-1",,,,"false","KF-1",,,,,
"170723","5",,"terminase6","Headful","headful/933W",,,,,,,,"PBC5",,,,"false","PBC5",,,,,
"170729","5",,"terminase6","Headful","headful/933W",,,,,,,,"933W",,,,"false","933W",,,,,
"170727","5","0","terminase6","Headful","headful/933W","shifts_in_coverage","6",,"Siphoviridae","57861","7","100.0","1.205.O.","126","1","Caudovirales","false","1.205.O.","headful/933W","Headful","terminase6","headful/933W","Headful"
"170222","10","0","terminase8","NoRep","NoRep","even_coverage","16","9.0E-43","Myoviridae","41774","1","100.0","1.054.O.","35","1","Caudovirales","false","1.054.O.","NoGroup","NoGroup","terminase8","NA","NA"
"170731","5",,"terminase6","Headful","headful/933W",,,,,,,,"Stx1-phi",,,,"false","Stx1-phi",,,,,
"170220","10","0","terminase8","NoRep","NoRep","shifts_in_coverage","16","2.0E-39","Myoviridae","46513","1","100.0","1.029.O.","20","1","Caudovirales","false","1.029.O.","NoGroup","NoGroup","terminase8","NA","NA"
