"SUID","__mcodeCluster","bray_clusters_eps0.9","Column 2","Column 3","Column 4","cov_category","euclidean_clusters_eps15","eval","family","illumina_genome_len","kk_grp","min_host_similarity","name","nucleotide_level_divs","num_hosts","order","selected","shared name","term_blast_ld","term_blast_sd","term_clust","term_ortho_ld","term_ortho_sd"
"170568","2",,"terminase2","DTR","DTR/N4",,,,,,,,"vB-EamP-S6",,,,"false","vB-EamP-S6",,,,,
"171277","15",,"terminase15","Headful","headful/T4",,,,,,,,"KVP40",,,,"false","KVP40",,,,,
"170574","2",,"terminase2","DTR","DTR/N4",,,,,,,,"ECP1",,,,"false","ECP1",,,,,
"171275","15","22","terminase15","Headful","headful/T4","long_internal_peak","22",,"Myoviridae","239318","3","89.3942918285223","1.081.O.","47","2","Caudovirales","false","1.081.O.","headful/T4","Headful","terminase15","headful/T4","Headful"
"170572","2",,"terminase2","DTR","DTR/N4",,,,,,,,"JWAlpha",,,,"false","JWAlpha",,,,,
"171281","15",,"terminase15","Headful","headful/T4",,,,,,,,"SP18",,,,"false","SP18",,,,,
"170578","2",,"terminase2","DTR","DTR/N4",,,,,,,,"vB-EcoP-G7c",,,,"false","vB-EcoP-G7c",,,,,
"171279","15",,"terminase15","Headful","headful/T4",,,,,,,,"Aeh1",,,,"false","Aeh1",,,,,
"170576","2",,"terminase2","DTR","DTR/N4",,,,,,,,"EC1-UPM",,,,"false","EC1-UPM",,,,,
"171285","15",,"terminase15","Headful","headful/T4",,,,,,,,"RB49",,,,"false","RB49",,,,,
"170582","2",,"terminase2","DTR","DTR/N4",,,,,,,,"pCB2047-B",,,,"false","pCB2047-B",,,,,
"171283","15",,"terminase15","Headful","headful/T4",,,,,,,,"T4",,,,"false","T4",,,,,
"170580","2",,"terminase2","DTR","DTR/N4",,,,,,,,"IME11",,,,"false","IME11",,,,,
"171289","15","22","terminase15","Headful","headful/T4","shifts_in_coverage","22","1.0E-71","Myoviridae","348911","3","81.8507679960603","2.275.O.","180","7","Caudovirales","false","2.275.O.","headful/T4","Headful","terminase15","headful/T4","Headful"
"170586","2",,"terminase2","DTR","DTR/N4",,,,,,,,"Plymouth-podovirus-1",,,,"false","Plymouth-podovirus-1",,,,,
"171287","15",,"terminase15","Headful","headful/T4",,,,,,,,"Vi01",,,,"false","Vi01",,,,,
"170584","2",,"terminase2","DTR","DTR/N4",,,,,,,,"EE36Phi1",,,,"false","EE36Phi1",,,,,
"171293","15","39","terminase15","Headful","headful/T4","shifts_in_coverage","33","3.0E-62","Myoviridae","159885","3","99.4011987155136","1.244.A.","149","2","Caudovirales","false","1.244.A.","headful/T4","Headful","terminase15","headful/T4","Headful"
"170590","2",,"terminase2","DTR","DTR/N4",,,,,,,,"DSS3Phi2",,,,"false","DSS3Phi2",,,,,
"174107",,,"terminase15","Headful","headful/T4",,,,,,,,"Rak2",,,,"false","Rak2",,,,,
"171291","15","39","terminase15","Headful","headful/T4","long_internal_peak","33","3.0E-62","Myoviridae","159885","3","85.7680405381678","1.255.O.","149","3","Caudovirales","false","1.255.O.","headful/T4","Headful","terminase15","headful/T4","Headful"
"170588","2",,"terminase2","DTR","DTR/N4",,,,,,,,"JA-1",,,,"false","JA-1",,,,,
"170594","2","38","terminase2","DTR","DTR/N4","short_internal_peak","32",,"Podoviridae","70494","5","97.5867846410918","1.238.A.","144","2","Caudovirales","false","1.238.A.","DTR/N4","DTR","terminase2","DTR/N4","DTR"
"170592","2","38","terminase2","DTR","DTR/N4","short_internal_peak","32",,"Podoviridae","71702","5","96.4666849310965","1.245.O.","150","2","Caudovirales","false","1.245.O.","DTR/N4","DTR","terminase2","DTR/N4","DTR"
"170598","2","32","terminase2","DTR","DTR/N4","short_internal_peak","27",,"Podoviridae","72305","5","95.7280140279298","1.188.B.","101","4","Caudovirales","false","1.188.B.","NA","NA","terminase2","DTR/N4","DTR"
"170596","2","38","terminase2","DTR","DTR/N4","short_internal_peak","32",,"Podoviridae","70467","5","97.5867846410918","1.238.B.","144","2","Caudovirales","false","1.238.B.","DTR/N4","DTR","terminase2","DTR/N4","DTR"
"170602","2","32","terminase2","DTR","DTR/N4","short_internal_peak","27",,"Podoviridae","71915","5","96.2741583836267","1.224.A.","101","3","Caudovirales","false","1.224.A.","NA","NA","terminase2","DTR/N4","DTR"
"170600","2","32","terminase2","DTR","DTR/N4","shifts_in_coverage","27",,"Podoviridae","72305","5","95.7280140279298","1.188.C.","101","4","Caudovirales","false","1.188.C.","NA","NA","terminase2","DTR/N4","DTR"
"170606","2","32","terminase2","DTR","DTR/N4","even_coverage","27",,"Podoviridae","72290","5","96.2576126259772","1.169.O.","101","3","Caudovirales","false","1.169.O.","NA","NA","terminase2","DTR/N4","DTR"
"170604","2","32","terminase2","DTR","DTR/N4","short_internal_peak","27",,"Podoviridae","71992","5","94.8980116425227","1.261.O.","101","5","Caudovirales","false","1.261.O.","NA","NA","terminase2","DTR/N4","DTR"
